NCMs;CFOPs;Descrição;Monofásico?;Data
 8201-30-00;5102.0;FOICE MOLA BAT. MAR DE ESPANHA FORJ. M.B.;Não;2020-01-06 00:00:00
 8201-30-00;5405.0;ENXADA ESTREITA/LARGA S/CABO   FORJARIA M.B.;Não;2020-01-13 00:00:00
 8201-30-00;5405.0;FOICE MOLA BAT. MAR DE ESPANHA  FORJ. M.B.;Não;2020-01-31 00:00:00
 8201-90-00;5405.0;FORCADO  4 DT RETO S/CABO TRAMONTINA;Não;2020-01-22 00:00:00
 8202-39-00;5102.0;DISCO SERRA CIRCULAR 4 POL 24 DENTE THOMPSON;Não;2020-01-03 00:00:00
 8202-91-00;5405.0;SERRA STARRET BI-METAL BS1218 12  18T;Não;2020-01-06 00:00:00
 8202-91-00;5102.0;SERRA STARRET BI-METAL BS1218 12 18T;Não;2020-01-14 00:00:00
 8202-99-90;5405.0;SERRA TICO-TICO STARRET BU36 6T UNIDADE;Não;2020-01-25 00:00:00
 8202-99-90;5405.0;SERRA TICO-TICO STARRET BU214S  UNIDADE;Não;2020-01-25 00:00:00
 8203-10-10;5405.0;LIMA ENXADA 8  08992   K F;Não;2020-01-02 00:00:00
 8203-10-10;5102.0;LIMA MOTOSSERA NICH 8X5/32;Não;2020-01-02 00:00:00
 8203-10-10;5405.0;LIMA KF MOTO SERRA 8  X 3/16    K F;Não;2020-01-03 00:00:00
 8203-10-10;5405.0;LIMA KF TRIANGULAR DELGADA 4  14120KF  K F;Não;2020-01-11 00:00:00
 8203-20-10;5102.0;ALICATE UNIVERSAL 8 MASTER TRAM. 41001/108;Não;2020-01-14 00:00:00
 8203-20-90;5102.0;TORQUES ARMADOR 12 SAO ROMAO;Não;2020-01-14 00:00:00
 8203-20-90;5405.0;TORQUES ARMADOR 12    SAO ROMAO;Não;2020-01-18 00:00:00
 8204-11-00;5102.0;CHAVE COMBINADA STANLEY 12 MM;Não;2020-01-23 00:00:00
 8204-11-00;5102.0;CHAVE COMBINADA STANLEY 10 MM;Não;2020-01-23 00:00:00
 8205-59-00;5405.0;COLHER PEDREIRO 08;Não;2020-01-15 00:00:00
 8205-59-00;5102.0;ALICATE REBITADOR  R100  4 PONTAS   IRWIN;Não;2020-01-17 00:00:00
 8205-59-00;5102.0;COLHER PEDREIRO 09  REDONDO    TRAMONTINA;Não;2020-01-18 00:00:00
 8205-59-00;5405.0;COLHER PEDREIRO 10 MOMFORT;Não;2020-01-27 00:00:00
 8205-70-00;5405.0;TORNO MORSA BANCADA TIPO MINI 2.3/4   VONDER;Não;2020-01-13 00:00:00
 8207-50-11;5405.0;BROCA AÇO RAPIDO FERRO  3,50mm   IRWIN;Não;2020-01-02 00:00:00
 8207-50-11;5405.0;BROCA AÇO RAPIDO FERRO 3,9mm - 5/32   IRWIN;Não;2020-01-07 00:00:00
 8207-50-11;5405.0;BROCA MOURAO AÇO 3 PTAS 5/16 X 280mm   IRWIN;Não;2020-01-07 00:00:00
 8207-50-11;5405.0;BROCA AÇO RAPIDO FERRO 7,9mm - 5/16;Não;2020-01-09 00:00:00
 8207-50-11;5102.0;BROCA CONC VIDEA 10MM IRWIN #N(E);Não;2020-01-13 00:00:00
 8207-50-11;5405.0;BROCA AÇO RAPIDO FERRO  6,00mm   IRWIN;Não;2020-01-23 00:00:00
 8207-50-11;5405.0;BROCA AÇO RAPIDO FERRO 4,7mm - 3/16   IRWIN;Não;2020-01-27 00:00:00
 8207-50-11;5102.0;BROCA AÇO RAPIDO  1/8 IRWIN;Não;2020-01-28 00:00:00
 8207-50-11;5405.0;BROCA AÇO RAPIDO FERRO  5,00mm   IRWIN;Não;2020-01-29 00:00:00
 8207-50-11;5405.0;BROCA 3 PONTAS MADEIRA 06mm   IRWIN;Não;2020-01-29 00:00:00
 8207-90-00;5102.0;PONTEIRA PH2 (PHILLIPS) 1/4 X 25,0mm;Não;2020-01-11 00:00:00
 8208-10-00;5102.0;LAMINA FACA P/ROÇADEIRA FURO 1´´;Não;2020-01-21 00:00:00
 8208-40-00;5102.0;FACA BOVINA 2001-2002 JS;Não;2020-01-09 00:00:00
 8208-40-00;5102.0;LAMINA ROÇADEIRA 350X2,0X25,4mm AFIAÇO;Não;2020-01-27 00:00:00
 8213-00-00;5102.0;TESOURA MULTIUSO 19 CM REF162N- 7 1/2 MUNDIAL;Não;2020-01-23 00:00:00
 8301-10-00;5405.0;CADEADO 25mm   PADO;Não;2020-01-02 00:00:00
 8301-10-00;5405.0;CADEADO 50mm   PADO;Não;2020-01-15 00:00:00
 8301-40-00;5102.0;FECHADURA EXT ALAV. GRAFITE 803/03 STAM;Não;2020-01-11 00:00:00
 8301-40-00;5405.0;FERROLHO CHATO PORTA CADEADO 3;Não;2020-01-17 00:00:00
 8301-40-00;5405.0;FERROLHO REDONDO ZINCADO 3´´;Não;2020-01-28 00:00:00
 8301-40-00;5405.0;FERROLHO REDONDO ZINCADO 4´´;Não;2020-01-28 00:00:00
 8301-40-00;5102.0;FECHADURA ALIANÇA MAÇ INT 2700/71;Não;2020-01-30 00:00:00
 8301-70-00;5102.0;COPIA CHAVE YALE;Não;2020-01-30 00:00:00
 8301-70-00;5102.0;COPIA CHAVE GORGE;Não;2020-01-30 00:00:00
 8302-10-00;5102.0;DOBRADIÇA GALVANIZADA  3.1/2  SCHILD;Não;2020-01-02 00:00:00
 8302-10-00;5405.0;DOBRADIÇA CANTO 850 X 3  ZINC/GALV   SILVANA;Não;2020-01-28 00:00:00
 8302-49-00;5405.0;CANTONEIRA 08  X 10;Não;2020-01-24 00:00:00
 8308-20-00;5405.0;REBITE REPUXO ALUM NAT. N-312 3,2 X 12mm;Não;2020-01-24 00:00:00
 8308-20-00;5405.0;REBITE REPUXO N-412 AL. NAT. 4,0 X 12,00mm;Não;2020-01-24 00:00:00
 8311-10-00;5102.0;ELETRODO OK 3,25;Não;2020-01-02 00:00:00
 8311-10-00;5102.0;ELETRODO OK 46.13 2,50mm;Não;2020-01-02 00:00:00
 8311-10-00;5405.0;ELETRODO 3,25mm  REF.6013   BELGO;Não;2020-01-21 00:00:00
 8311-10-00;5102.0;ELETRODO OK SERRALHEIRO 9013 - 2,50mm;Não;2020-01-28 00:00:00
 8481-10-00;5102.0;REGULADOR  DE GAS MED C/MANG 1,25M IMAR;Sim;2020-01-09 00:00:00
 8481-80-11;5405.0;VALVULA PIA AMERICANA CROMADA 3.1/2;Não;2020-01-02 00:00:00
 8481-80-11;5102.0;TORNEIRA COZINHA METAL CURTA 1/2 MARCHEZAN;Não;2020-01-13 00:00:00
 8481-80-19;5405.0;TORNEIRA ALAV. COZINHA 1/2  PVC 1113   HERC;Não;2020-01-02 00:00:00
 8481-80-19;5102.0;BOIA CAIXA DESCARGA CURTA 1/2;Não;2020-01-27 00:00:00
 8481-80-19;5102.0;BOIA CAIXA DAGUA 1/2 KRONA 730 - UN;Não;2020-01-27 00:00:00
 8481-80-19;5405.0;CHUVEIRO C/ BRAÇO S/ REGISTRO 5´´  BCO HERC;Não;2020-01-29 00:00:00
 8481-80-95;5405.0;REGISTRO ESFERA METAL 1/2;Não;2020-01-11 00:00:00
 8481-80-95;5405.0;REGISTRO ESFERA PVC SOLD 32mm  KRONA;Não;2020-01-14 00:00:00
 8481-80-95;5102.0;REGISTRO ESFERA SOLDA 50MM KRONA 544 - UN;Não;2020-01-22 00:00:00
 8481-80-95;5102.0;REGISTRO ESFERA SOLD 25 MM KRONA REF 541;Não;2020-01-23 00:00:00
 8481-80-95;5405.0;REGISTRO ESFERA SOLD.  20mm COMPACTO   KRONA;Não;2020-01-29 00:00:00
 8481-80-99;5405.0;TORNEIRA FILTRO PVC 1117 MARROM   HERC;Não;2020-01-13 00:00:00
 8481-80-99;5405.0;TORNEIRA TANQUE LONGA 1/2  15cm REF. 1158 HERC;Não;2020-01-24 00:00:00
 8481-90-90;5405.0;DUCHA HIGIENICA ABS  1/2   ABS CROMADA;Não;2020-01-03 00:00:00
 8482-91-19;5405.0;COLAR ESFERA RODA TRASEIRA 1/4 NYLON   TECIND;Não;2020-01-02 00:00:00
 8482-91-19;5405.0;ESFERA GRANDE BICICLETA 1/4 RODA 45mm;Não;2020-01-25 00:00:00
 8483-10-90;5102.0;COROA PINHAO EIXO 9 ESTRIAS;Sim;2020-01-21 00:00:00
 8506-10-30;5405.0;BATERIA ALCALINA  9V  6LR61   RAYOVAC;Não;2020-01-13 00:00:00
 8507-10-90;5102.0;BATERIA ZETA - Z60D MFA;Sim;2020-01-11 00:00:00
 8511-10-00;5102.0;VELA IGNIÇÃO BIZ 100/ VIRAGO 250/ WEB 100;Sim;2020-01-25 00:00:00
 8511-10-00;5102.0;VELA IGNIÇÃO TITAN 2000;Sim;2020-01-27 00:00:00
 8513-10-10;5405.0;LANTERNA RECAR.  07 LEDS  BIVOLT   PANDALUX;Não;2020-01-20 00:00:00
 8513-10-10;5102.0;LANTERNA RECARR. 1 SUP LED 0,5W 50LM BIV EWD HF01A;Não;2020-01-21 00:00:00
 8516-10-00;5102.0;EBULIDOR ALUMINIO 127V  2000W  37cm   COTHERM;Não;2020-01-20 00:00:00
 8516-10-00;5102.0;DUCHA ENERDUCHA 5400 W X 127 V;Não;2020-01-24 00:00:00
 8516-80-10;5405.0;RESISTENCIA  127V 5500W   LORENZETTI;Não;2020-01-23 00:00:00
 8529-10-19;5102.0;ANTENA TV EXT LOG UHF/DIGIT 28 ELEM REF SL-2800;Não;2020-01-22 00:00:00
 8529-90-30;5405.0;CACHIMBO DUPLO   F.C.;Não;2020-01-21 00:00:00
 8536-50-90;5405.0;23100 INTERRUPTORES C/3 SIMPLES BCO;Sim;2020-01-02 00:00:00
 8536-50-90;5405.0;TOMADA PADRAO 10A BCA;Sim;2020-01-14 00:00:00
 8536-50-90;5405.0;TOMADA PADRAO 20 A EXT BCA;Sim;2020-01-18 00:00:00
 8536-61-00;5102.0;RECEPTACULO PORCELANA MILLA HX2303 E27;Não;2020-01-02 00:00:00
 8536-61-00;5102.0;BOCAL PORTA LAMPADA C/ RABICHO  REF.1610   ILUMI;Não;2020-01-03 00:00:00
 8536-69-90;5405.0;TOMADA DUPLA PADRAO 10A;Não;2020-01-11 00:00:00
 8536-90-10;5102.0;CONECTOR PORCELANA BIPOLAR 16 mm;Não;2020-01-16 00:00:00
 8536-90-10;5102.0;CONECTOR PORCELANA TRIPOLAR 10 mm;Não;2020-01-17 00:00:00
 8536-90-90;5102.0;PINO MACHO 2P SOLIDO PEQ.;Não;2020-01-04 00:00:00
 8536-90-90;5405.0;TERMINAL PONTEIRA 580 (1159) MBB-SCANIA-VOLVO;Não;2020-01-09 00:00:00
 8536-90-90;5102.0;PINO FEMEA 3P 10A VELTRA;Não;2020-01-10 00:00:00
 8536-90-90;5102.0;PINO 3 SAIDA 2P + T 10 A;Não;2020-01-24 00:00:00
 8536-90-90;5102.0;PINO PRENSA CABO GIG. CZ 10A 250V;Não;2020-01-24 00:00:00
 8539-21-10;5102.0;LAMPADA FAROL H4 12V 60/55W;Não;2020-01-18 00:00:00
 8539-21-10;5102.0;LAMPADA AMBAR PISCA TITAN/TWISTER 2000/...;Não;2020-01-27 00:00:00
 8539-29-10;5102.0;LAMPADA AUT 12V-21/5W 2 POLOS PINO DESENCONTRADO;Não;2020-01-06 00:00:00
 8539-50-00;5102.0;LAMPADA LED ALT POTEN 20W BIV 65010K;Não;2020-01-07 00:00:00
 8539-50-00;5102.0;LAMPADA LED 06W 0605LM BIV 6500K LUZ BCA EMPALUX;Não;2020-01-27 00:00:00
 8539-50-00;5102.0;LAMPADA LED 15W 1450LM BIV FOXLUX;Não;2020-01-30 00:00:00
 8544-42-00;5102.0;EXTENSAO ELETRICA TRIPLA  03 MTS;Não;2020-01-15 00:00:00
 8544-49-00;5405.0;CABO FLEXIVEL 6 MM AZUL;Não;2020-01-06 00:00:00
 8544-49-00;5405.0;CABO FLEXIVEL 2,5 mm   AZUL;Não;2020-01-30 00:00:00
 8712-00-00;5405.0;BICICLETA ATHOR ARO 26 FEM.  18V  C/CESTA TOP;Não;2020-01-04 00:00:00
 8714-92-00;5405.0;RAIO CROMADO 275 X 2,5mm   TODOS;Não;2020-01-16 00:00:00
 8714-92-00;5405.0;ARO ALUMINIO 26 X 1.9 ALUM. NATURAL   36F;Não;2020-01-16 00:00:00
 8714-92-00;5405.0;ARO ALUMINIO 24x1.75 NATURAL T HEADS;Não;2020-01-21 00:00:00
 8714-92-00;5405.0;RAIO ZINCADO 240 X 2,5mm   ENINCO;Não;2020-01-21 00:00:00
 8714-93-10;5405.0;CAIXA RODA TRASEIRA C/BATENTE PTO;Não;2020-01-04 00:00:00
 8714-93-10;5405.0;CUBO ALUMINIO DIANTEIRO 36F C/ ESP.  NINGBO;Não;2020-01-16 00:00:00
 8714-93-20;5102.0;RODA LIVRE 20 DENTES  TODA ESFERA;Não;2020-01-15 00:00:00
 8714-93-20;5102.0;RODA LIVRE 6V INDEX 14 A 28  TZ20 C/ULT. PTO;Não;2020-01-21 00:00:00
 8714-93-20;5405.0;RODA LIVRE 7 VEL. INDEX DOURADO;Não;2020-01-29 00:00:00
 8714-94-90;5405.0;CABO AÇO FREIO TRASEIRO BICICLETA   BORSATO;Não;2020-01-06 00:00:00
 8714-94-90;5102.0;CONDUITE ENCAPADO PTO C/ TEFLON;Não;2020-01-06 00:00:00
 8714-94-90;5405.0;FREIO V-BRAKE ALUM. PTO FOSCO MOD.919;Não;2020-01-21 00:00:00
 8714-95-00;5405.0;SELIM CROSS ANZUO PTO C/CARRINHO;Não;2020-01-21 00:00:00
 8714-96-00;5405.0;PEDAL PLASTICO MTB SUECO 1/2     METALCICLO;Não;2020-01-18 00:00:00
 8714-96-00;5405.0;PEDAL MOUTAIN BARRA SUECO;Não;2020-01-21 00:00:00
 8714-96-00;5405.0;MOVIMENTO CENTRAL 122mm AÇO SEL. C/ROL.  NECO;Não;2020-01-25 00:00:00
 8714-99-10;5102.0;CAMBIO TRASEIRO SP-HY7 7V. PTO. C/PONTEIRA;Não;2020-01-14 00:00:00
 8714-99-90;5102.0;DESCANSO CENTRAL ALUMINIO NATURAL  310mm;Não;2020-01-13 00:00:00
 8714-99-90;5102.0;CAIXA DIREÇAO EC H846 1-1/8 34/34 CROMADA;Não;2020-01-13 00:00:00
 8714-99-90;5102.0;PONTEIRA ALUMINIO P/QUADRO MTB TUFF X-25;Não;2020-01-14 00:00:00
 8714-99-90;5405.0;ENGRENAGEM 46 DENTES AÇO CROMADO;Não;2020-01-16 00:00:00
 8714-99-90;5405.0;SAPATA FREIO SUECO (PAR);Não;2020-01-16 00:00:00
 8714-99-90;5405.0;MOVIMENTO CENTRAL 45mm ZINC. 10 PÇS   CHIN HAUR;Não;2020-01-20 00:00:00
 8714-99-90;5405.0;SUPORTE GUIDAO MTB 21,1 mm ALUM POL C/EXP.;Não;2020-01-21 00:00:00
 8714-99-90;5102.0;EIXO FRD TRAS, 10X145MM, C/CONE, PTO;Não;2020-01-21 00:00:00
 8714-99-90;5102.0;CAIXA CUBO TRAS. C/ BATENTE 300MM;Não;2020-01-25 00:00:00
 9004-90-20;5405.0;OCULOS PROTEÇAO INCOLOR RJ SPACE;Não;2020-01-14 00:00:00
 9004-90-20;5102.0;OCULOS PRO-SAFETY DE SEG SKY INCOLOR;Não;2020-01-14 00:00:00
 9004-90-20;5102.0;OCULOS PROTECAO CZA LEOPARDO;Não;2020-01-14 00:00:00
 9004-90-20;5102.0;OCULOS RUNNER INCOLOR 56310 VIC;Não;2020-01-14 00:00:00
 9017-20-00;5405.0;ESQUADRO CABO PVC 12´´;Não;2020-01-27 00:00:00
 9017-80-90;5102.0;TRENA ACO EMBOR. 5m X 25mm;Não;2020-01-27 00:00:00
 9017-80-90;5405.0;TRENA AÇO 05mX25mm EMBORRACHADA;Não;2020-01-27 00:00:00
 9018-31-19;5405.0;SERINGA DESCARTAVEL 03ml C/ AGULHA;Não;2020-01-04 00:00:00
 9018-31-19;5405.0;SERINGA DESCARTAVEL  5 ML;Não;2020-01-07 00:00:00
 9018-31-19;5405.0;SERINGA DESCARTAVEL 20 ML C/ AGULHA;Não;2020-01-16 00:00:00
 9018-32-19;5405.0;AGULHA DESCARTAVEL 1,20x40mm   DB;Não;2020-01-28 00:00:00
 9018-39-10;5405.0;AGULHA VETERINARIA 25x12   HOPPNER;Não;2020-01-07 00:00:00
 9018-39-29;5102.0;KIT REPARO SERINGA PISTOLA 50 ML;Não;2020-01-06 00:00:00
 9033-00-00;5102.0;UNHA N.7 PARA SERINGA AUTOMATICA HOPPNER 50 ML;Não;2020-01-06 00:00:00
 9209-30-00;5405.0;ENCORDOAMENTO VIOLAO R-57 NYLON 80/20 ROUXINOL;Não;2020-01-28 00:00:00
 9306-29-00;5405.0;CHUMBINHO ESPING. DIABOLO 5,5 - C/125;Não;2020-01-21 00:00:00
 9506-99-00;5102.0;PISCINA L83 X 38 CM 977 LITROS INTEX;Não;2020-01-06 00:00:00
 9507-20-00;5102.0;ANZOL 4330 H N.18 MARINE SPORTS;Não;2020-01-03 00:00:00
 9603-10-00;5405.0;VASSOURA PIAÇAVA  N.3   SOARES;Não;2020-01-02 00:00:00
 9603-10-00;5102.0;VASSOURA PIACAVA N.3 SOARES;Não;2020-01-30 00:00:00
 9603-30-00;5102.0;PINCEL ESC ART PONTA CHATA N. 12 CONDOR;Não;2020-01-29 00:00:00
 9603-40-10;5405.0;ROLO ESPUMA 05 CM POLIESTER   ATLAS;Não;2020-01-10 00:00:00
 9603-40-10;5405.0;ROLO ESPUMA 09 CM POLIESTER   ATLAS;Não;2020-01-14 00:00:00
 9603-40-10;5405.0;ROLO LA ANTIRESPINGO  23cm   ATLAS;Não;2020-01-16 00:00:00
 9603-40-90;5405.0;TRINCHA 1.1/2;Não;2020-01-21 00:00:00
 9603-40-90;5102.0;TRINCHA CERDA MISTA 395/6 - 2 1/2 ATLAS;Não;2020-01-25 00:00:00
 9603-90-00;5405.0;RODO PLASTICO 40cm   SOARES;Não;2020-01-02 00:00:00
 9603-90-00;5405.0;ESCOVA AÇO CABO MADEIRA 4 FILAS  MAX;Não;2020-01-20 00:00:00
 9604-00-00;5405.0;PENEIRA ARROZ 55   SAO JORGE;Não;2020-01-20 00:00:00
 9609-10-00;5102.0;LAPIS CARPINTEIRO;Não;2020-01-14 00:00:00
 9617-00-10;5102.0;GARRAFA TEMOLAR PERSONAL 0,5L VRM;Não;2020-01-04 00:00:00
